user,timestamp_raw,timestamp_date,comment,like_count,reply_count,reply_text
,7 bulan yang lalu,7 bulan yang lalu,1 month from 20 March release and there is still no sales in the price of this game. And it was announced the players exceeded AC odyssey at 1 month launch.,1,0,[]
,8 bulan yang lalu,8 bulan yang lalu,But can you make an Afro samurai?,22,12,"[""No that would be too risky and unique lol. It's better to keep this generic format."", 'Afro samurai game was done back in xbox360 days', 'There’s already an Afro samurai game and it’s pretty fun from what i remember. But that was many days and many blunts ago…', 'Can he have a yee yee ahh haircut', ' @ExtremelyOnlineGuy  i remember, never got to play it tho. I got into it way after the fact', ' @player_566-1  looks like he already has one', ""No that would be too risky and unique lol. It's better to keep this generic format."", 'Afro samurai game was done back in xbox360 days', 'There’s already an Afro samurai game and it’s pretty fun from what i remember. But that was many days and many blunts ago…', 'Can he have a yee yee ahh haircut', ' @ExtremelyOnlineGuy  i remember, never got to play it tho. I got into it way after the fact', ' @player_566-1  looks like he already has one']"
,8 bulan yang lalu,8 bulan yang lalu,Yasuke being Nobunaga's sister's bull is my favorite part of this story,11,2,"['What???', ' @radekmraz1432  yeah...']"
,8 bulan yang lalu,8 bulan yang lalu,Yall remember assassin creed 3 where we had to wait 2 hours before you play as Conner then another hour before you get his assassin suite,6,1,['I actually liked that for some reason']
,6 bulan yang lalu,6 bulan yang lalu,"For the ""Black Flag"" remake they should study ""Black Sails."" Best pirate lore since Black Flag.",1,2,"['is that something which has been confirmed or rumoured? i love black flag, i feel like that striked a perfect balance between adding new elements to a reused concept without changing it completely', 'is that something which has been confirmed or rumoured? i love black flag, i feel like that striked a perfect balance between adding new elements to a reused concept without changing it completely']"
,8 bulan yang lalu,8 bulan yang lalu,"Repetitive, you don't say. So it's like the previous Assassin's Creed and the previous one and the previous one and the previous one....",42,1,['Yep devs forget that story and atmosphere are essentials ex sh2 remake']
,8 bulan yang lalu,8 bulan yang lalu,"""Before you buy...""


You don't.",15,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I can't wait to play this in like two years when the Deluxe edition is on sale for 5 bucks, which is how I first experienced AC Origins, it looks like a good 7/10 game but after getting multiple Ubisoft games on launch at their $100+ version and it not feeling worth it I'm done getting their games at full price at launch, I'll wait for a sale and if the DLC is another set of Rogue-like  missions I'm not wasting my money on that shit",4,2,"['Yep AC is always a bargain bin buy .. so many other games to play in the meantime!', 'Yep AC is always a bargain bin buy .. so many other games to play in the meantime!']"
,7 bulan yang lalu,7 bulan yang lalu,I don't understand why this game gets so much hate.. i mean i didn't like origins and odyssey that much but i think this is a lot better..,3,1,"['yeah me too, im gonna buy it still tbh, simply because i wanna play the damn game and i know im gonna like this one']"
,8 bulan yang lalu,8 bulan yang lalu,"This review is much more detailed than I had seen with other outlets so far, the gameplay doesn't look bad from what I have seen. Still kinda leery and may wait a bit, thanks Jake",6,0,[]
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),Isn't it kind of weird to play the game and not know how to say Yasuke's name? It's how you would say his name if you read his name but didn't play the game and hear his name.,13,0,[]
,8 bulan yang lalu,8 bulan yang lalu,2:49 almost as if yasuke was an after sight hmm,9,4,"['You mean After thought**... After sight is what you use for referring to a bill of exchange that must be paid within a certain amount of time after the person has received said bill..', ' @TheNotorious6  regardless you got the point, friendo', 'You mean After thought**... After sight is what you use for referring to a bill of exchange that must be paid within a certain amount of time after the person has received said bill..', ' @TheNotorious6  regardless you got the point, friendo']"
,7 bulan yang lalu,7 bulan yang lalu,I actually have never enjoyed an assassins creed before and Im 26 hours in and love this game,2,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I’ve played almost all of the Assassin’s Creed games and the only two big ones I’m missing are Valhalla and this one. I only bought Odyssey because it had a big super sale on the gold or ultimate edition, but I barely played it. The last time I put a lot of time in an Assassin‘s Creed game was Origins.",5,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Hope this finally puts the last nail in Ubisoft's coffin and they sell the AC IP. They butchered one of the best series ever made,20,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Well, I guess that's probably a sayonara to Ubisoft. (too soon?)",11,0,[]
,7 bulan yang lalu,7 bulan yang lalu,"i might pick it up on sale, doesnt seem to be worth 70 bucks to me",1,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Hope this will be Ubisofts last game.,7,0,[]
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),"Yasuke sprint slowly, can't climb, can't do any assasin thing, also Yasuke, blink behind an anemy. 4:53",7,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Odyssey is probably my favorite ac game (at least with the new RPG style ac) and I continually come back to play it again, I love the story it sets you in, really easy to be immersed and play either stealth or hack and slash, or both and the entire game is beautiful. Just from this it looks like it’s up my alley except for the potential of being forced to play missions with one character or the other and the grind of progression which odyssey was effortless to enjoy to the end.",10,10,"['Facts loved odyssey vallhalla was trash origins was ok', ""Black flag for me. Can't beat riding a ship with a crew singing sea shanty's"", "" @1HeatWalk  What about Odyssey, don't you take command of a ship as well or no?"", ' @chrisx5127  yeah but I think black flag fans enjoy it being a main point rather than a side. Plus cannons are cooler than archers', 'Absolutely agree, Odyssey is not only my favourite creed, it may be my favourite modern game. Loved the character of Kassandra to play, great writing, great story and characters and it looked and played fantastic. Sadly not at all typical of Ubisoft. Typically their characters and story are absolutely dreadful, I wonder how they got it so right with odyssey and wrong with everything else. Valhalla was an abomination, no stealth and characters that were just plain irritating. Mirage was woeful, no idea what they were trying to do with that one', ""@ Ah, I didn't know you don't get cannons in Odyssey."", '@ I never played Odyssey because it had bad reviews.', ' @chrisx5127  it’s been the highest rated ac since black flag? It’s probably Ubisoft loverboys who want more games like the bleak Mirage that gave it a bad reputation. But to each their own', "" @chrisjohnson4669 It's always confused me that hard core creed fans want more of when the games werent actually that good. Replaying the old games now, they certainly had a charm but the parkour especially really isn't great when you look at it properly.  They tried to revitalise the franchise in recent years, they started well with origins, perfected it with odyssey then ruined it with Valhalla and Mirage. It's so frustrating it really is"", ' @bobgamble8204  I think the issue is the vocal  gamers are the 90s-03 kids who had these games as a kid and slowly watched their developers lean into modern practices and focusing on money returns rather than having their soul in the development. Which led to the gross creation of mirage and welp turns out the silent group enjoys the odyssey style. I just hope they didn’t bomb the story or characters with forced topics and created something memorable and original for this game, very excited for the initial reviews']"
,7 bulan yang lalu,7 bulan yang lalu,"I don’t always wait on the Before You Buy to actually purchase something, but I wanted to wait to hear from you on this one.",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I've said it, time and time again, that Ubisoft would ONLY give us Assassin's Creed Japan when they were truly desperate. And they are. 

Its a shame about the story being bland, somehow we went from the awesome story of Altair and Ezio to... Mediocrity.",40,5,"[""I still can't wrap around how they fell off that bad. Their stories still got me hooked up till Origins. Then came Odyssey and Valhalla and now all of a sudden it legit takes me years to complete the games."", ' @ricinquill As much as I loved the story in Origins, it was such a slog to play through', ""@ Yeah I do admit it was a slog to play through, but the good story of Origins actually helped me complete the game. It took me 2 years to finish Valhalla. And I still haven't finished Odyssey."", ""Tbf Altair's story was pretty bad, and Ezio's was a 7/10 at best. These were never story focused games"", "" @jamescollinge5043  Don't wanna be that person but Altair gets a pass considering that AC1 wasn't even supposed to be a standalone game. \n\nAs for Ezio all I can say you might've not liked it as much and that's fair but Ezio's story IS the reason AC is what it is today. Ezio's storyline left a sighificant mark in gaming history I'd dare say. Go up and ask someone who heard about Assassin's Creed will point you towards Ezio, and be became a franchise mascot for a reason. His theme is used in every single game. People are begging that Edward Kenway and Bayek get sequels, and that's all because of great storytelling.""]"
,8 bulan yang lalu,8 bulan yang lalu,"Don't bother, I'm not buying",6,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"""Forced and weird in certain ways"" yep, that's AC JP summarized for me.",5,0,[]
,4 minggu yang lalu,4 minggu yang lalu,"i loved Valhalla, Odyssey and Origins, so this is the game for me",1,0,[]
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),I’m kinda confused with the just “fine” label by Jake. Because I’ve heard him throughout the years call multiple games “fine” while simultaneously saying it was enough for him and that he enjoyed playing them. ,5,2,"['the word ""Fine"" has never meant bad, you can perfectly enjoy something and think it\'s just fine', 'He says cause he gets game for free now if you pay $70 for that ""fine"" game than that\'s where difference arises']"
,8 bulan yang lalu,8 bulan yang lalu,Spoiler: you wont buy,22,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Before you buy, don't!",13,1,"[""JUST DON'T. Ubislop NEED'S to fail.""]"
,7 bulan yang lalu,7 bulan yang lalu,"I had it on ps5, but after upgrading my pc to an AMD 5600x, i bought the pc version... and after 5 hrs (im currently painting with junjiro) .. I regret buying it and im bored..  and AC is my favorite game franchise of alltime, but this game.. Ugh.. Right from the start with yasuke..  I cant put my finger on it.. I just cant be bothered to play it, and ive gone back to playing Hogwarts Legacy and Forbidden West.. anyone else struggling with this andfeel like i do?",2,1,['I upgraded my pc too same as ur i have a rx 7800xt and r5 5600x idk which story game to buy could u suggest me a good one i bought rdr2 but its extremely slow and boring in my opinion i need one with good graphics and which doesnt get boring']
,8 bulan yang lalu,8 bulan yang lalu,"It got a review of 8.0 from IGN. And on the comments section, people were complaining more about the unskippable ads of “the amateur” rather than the game itself ",8,1,['IGN also gave Veilguard a 9. Not sure why folks even pay attention to IGN anymore.']
,8 bulan yang lalu,8 bulan yang lalu,This game is actually beautiful ,4,0,[]
,8 bulan yang lalu,8 bulan yang lalu,feel like yasuke would've been good as a dlc main character to still play as him but with an environment and playstyle more targeted for rather then both,7,3,"[""Like how Freedom Cry let us play as Adewale, but keeping that bigger difference between the ninja and the samurai... that could've been cool. Either that, or split it up so they stick in their own sequences?"", ""not even, he's just a pointless token character they get points for shoving in instead of a asian male lead cause agenda\nhe's over powered to be superior to everyone in the game not as a fun gameplay separation"", 'What agenda? One black guy existing as a side character? Be serious']"
,6 bulan yang lalu,6 bulan yang lalu,"It would be very nice to show the lowest level objectives through a filter. Low hanging fruit first, it's not impossible to search out the mission levels, but it is definitely a PITA",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Fun fact: this game has more black people than AC syndicate(london 1868),28,16,"[""Both shouldn't have any lol if going by real world history and timelines"", ' @Dex2024  yasuke was an actual Samurai', "" @deatheater6222  He wasn't"", ' @SW1FTKILL  yes he was,there are litereally paintings of him', ' @deatheater6222 he was not an samurai. Samurai are retainers but not all retainers were samurai. yusuke only carried the weapon of the samurai he worked for. He never used a samurai sword. Don’t lie to the people do some research it isn’t hard.', ' @ZinoAmare  he did use swords,tf are you talking about?', ' @Dex2024 you might want to do your research before speaking there were black people in England at the time', ' @Dex2024 you’re seriously saying that there were no black people in Victorian London….?', ""Both shouldn't have any lol if going by real world history and timelines"", ' @Dex2024  yasuke was an actual Samurai', "" @deatheater6222  He wasn't"", ' @SW1FTKILL  yes he was,there are litereally paintings of him', ' @deatheater6222 he was not an samurai. Samurai are retainers but not all retainers were samurai. yusuke only carried the weapon of the samurai he worked for. He never used a samurai sword. Don’t lie to the people do some research it isn’t hard.', ' @ZinoAmare  he did use swords,tf are you talking about?', ' @Dex2024 you might want to do your research before speaking there were black people in England at the time', ' @Dex2024 you’re seriously saying that there were no black people in Victorian London….?']"
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),"I am glad that the last AC I bought was the very first one. The games are all essentially the same: ""Boring Quest 1"", ""Boring Quest 2"", ""Empty feeling story moments"", ""Climb a tower"", ""Repeat"".",4,2,"['Then why tf are you here?', '@kurokaizen1889 Because...they can?']"
,8 bulan yang lalu,8 bulan yang lalu,"1:55 Jesus that dialogue... So sick of this ""HR is in the room with us"" writing. Is this feudal japan in a time of turmoil, or is it LA in 2025?",25,1,['Did you play any of the old AC games? The dialogue has always been super modern']
,7 bulan yang lalu,7 bulan yang lalu,"I recommend turning on Guaranteed Assassinations, and Full Aim Assist to make the game feel more like the older AC games",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Sounds like it suffers from what the last fe ubisoft games have all suffered from, in their effort to please everyone, the game is a mile wide but only an inch deep",9,0,[]
,8 bulan yang lalu,8 bulan yang lalu,ok but he still wasnt a samurai,13,1,"[""It's it great how yasuke was one of the greatest samurais in the world  @SmokingRat""]"
,8 bulan yang lalu,8 bulan yang lalu,"Man, I'm so excited for Yotei ",12,0,[]
,6 bulan yang lalu,6 bulan yang lalu,Imo the game isn’t bad,4,1,['The game is great Jake is just hyperventilating because black samurai']
,7 bulan yang lalu,7 bulan yang lalu,"Honestly as someone who has played every ac game (minus all chronicles and one or two spinoffs) this is honestly my favorite so far, i'm 20 hours in at this point and yeah the game has some faults, but man the hate this game gets is just unnecessary to me, i told someone i was excited to play it and he went off on a massive rant about how it looks the same as every entry if ac, but hell it is a really good game i have barely played yasuke mainly because i prefer naoe and her stealth skills but jeez the main hate i see for this game is just uncalled for... It's not ghost of tsushima  don't get me wrong that is a great game i 100% the game but do you need to hate it because that game exists? No, is it fun to play and look good? Yes my point is give the game a go, and if you don't wanna take the advice of some randomer on the internet and still think ghosts is better then go play that again instead that is all, i shall await the angry comments telling me to stfu and sit with my popcorn enjoying a game i bought ",11,4,"[""Be honest bro do u recommend? I'm a hater but it honestly looks fun"", ' @dozenothere  im 118 hours into it i would say its good lol', 'Good to hear, it is on my list', ' @dozenothere I second his rec, I’ve been loving it so far and I went in skeptically just cause I wasn’t into how the design shifted after origins. I just adore how the world feels walking through it and the stealth is great IMO']"
,8 bulan yang lalu,8 bulan yang lalu,"Before u buy, never buy",11,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Thanks for being the only straightforward and down to earth game reviewer. No politics, no bullshit, just game good, game ok, or game bad; and that's all most of us want to hear.",5,1,"['Touch grass, bro.']"
,7 bulan yang lalu,7 bulan yang lalu,"I fell in love with AC with Altair and Ezio. Sure, connor was cool to play in AC3 the storyline with desmond was what made it have a double interest for me. Connor being able to do ship battles, climb trees, and new gear was AWESOME. Rogue was another love for me trying out the templar life as a fallen assassin. Around the time that they began doing this weird leveling system and dlc content that gave u better loot to ""look cool"" was when my love for this game hit a reality that I'll never get the GOOD Assassins Creed back. Bring back the good ol assassin creed days... back when it actually felt like an assassin and the stories made you FEEL something.",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"""Before you don't buy""
Fixed it.",16,2,"['Adult invading a comments section hating on a GAMING COMPANY as this define their whole personality\nWOW', ""@TommasoPrevedello  haha relax bro, it ain't that deep ""]"
,8 bulan yang lalu,8 bulan yang lalu,THE FIRST EVER REVIEW OF BEFORE YOU DON'T  BUY IT,4,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Years ago, Ubisoft told fans the only way they will have an AC game set in Japan or WW2, is if they are close to bankrupcy , and they need a saving grace game due to popular demand to save them. Good to know that wont happen.",5,2,"['It’s sad that they’re at that point now but it’s well deserved', ""They never said that but go off I guess? They didn't do Japan for the longest time because they said it didn't make sense to them, which is a dumb reason but not once have they ever mentioned bankruptcy""]"
,7 bulan yang lalu (diedit),7 bulan yang lalu (diedit),"You say it's repetitive but in the GoT vid you showed the same killing animation for the final blow happening in like 4 different occasions (and not a different one), making it look repetitive too in combat. (I know you didn't make almost any comparisons)

I think you were a bit influenced by your nostalgia in the sense that you were a bit let down by some aspects of the game.

Also, did you play in immersive mode? it makes the voice acting a bit better

Thank you for your review tho, it seems very genuine and helpful",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"If the combat and exploration are fun, then I'm in. AC open world games have always been a great time for me, I dont know why people hate this one so much.",12,5,"['Fextralife gave it a 8.5', 'I think people hate this game because it looks like trash.', ' @SJayne23  what parts', "" @RedEarth20XDX   the story is reported to be pretty bad by basicallyeveryone who has had access, the character swapping and forced missions is a bad system, the open world just looks like generic Asian backgrounds and scapes. The game has been maligned for its horrible inaccuracies when portraying this setting and culture, to the point of it being disrespectful.\n\nAnd the combat looks average. I don't see why anyone would be excited for this game. \n\nI'm more curious what parts you think look promising."", ' @SJayne23  lol my bar for triple a games recently is pretty low']"
,8 bulan yang lalu,8 bulan yang lalu,"This game needs to fail if we ever want this studio to put  out a good game again. If they shut down, good riddance. Hopefully, AC gets sold to a studio that actually cares.",46,20,"['Nah we good', 'Like EA?  Your attacks are going to end games like this and end up with mobile garbage.  Why bother developing massive worlds with all this work to only have your employees receive threat s and violence because of hatred and cruelty.  Game looks awesome.  Their environmental ambient design is often one of the best.  Gamers are cutting their own throats over political hatred.', "" @AndrasteSophisticate  Normal people don't buy games to keep some random person employed. They buy games to be entertained. So it's in the game devs' best interest to make a good AC game, not boring, unispired open world garbage. But for you, it's all about politics :/"", ""Come on?, dont you want masterpieces, didn't you get sick of ac,are you happy with season pass,or playing boring missions for hours just to level up, ac shadows is at less fine, if we just boycott the company, they will do the best  @AndrasteSophisticate "", ' @AndrasteSophisticate Of course you go back to the political outrage defence. Normal people don’t give a fuck if there’s a black guy in a video game, they’re pissed because these games haven’t been up to par for years and years. I’d rather see my game franchise end peacefully instead of it being butchered and ruined for the sake of money, AC has a legacy of old games that are great, enough to not warrant a new game every year or two. \n\nStudios like Ubi, EA, and Activision have proven that they don’t care about quality, irregardless on whether the devs do or don’t, it doesn’t matter if these big wigs keep their games on a formulaic, live serviced leash. It’s all about numbers and money for them so these franchises being put to rest would be nothing but good news for the triple A industry if they are flopping time and time again.', ""Yeah, that's not how thatd go down. If Ubisoft fails, the IPs would probably get sold off to mobile companies."", ' @jamescollinge5043  ""We need to save the studio by buying all their boring mediocre games so that they don\'t sell their IPs to a mobile game company."" I love this opinion, XD. I\'m pretty sure the gamble of the IP going to a better studio is more favorable than it remaining with Ubisoft. They are already trying to put mobile game monetization in all their games :/', 'Good news! They constantly put out great games, including today', ' @AndrasteSophisticate L, smooth brain opinion.', 'normal people dont say stuff like this dude are you ok', 'Nah we good', 'Like EA?  Your attacks are going to end games like this and end up with mobile garbage.  Why bother developing massive worlds with all this work to only have your employees receive threat s and violence because of hatred and cruelty.  Game looks awesome.  Their environmental ambient design is often one of the best.  Gamers are cutting their own throats over political hatred.', "" @AndrasteSophisticate  Normal people don't buy games to keep some random person employed. They buy games to be entertained. So it's in the game devs' best interest to make a good AC game, not boring, unispired open world garbage. But for you, it's all about politics :/"", ""Come on?, dont you want masterpieces, didn't you get sick of ac,are you happy with season pass,or playing boring missions for hours just to level up, ac shadows is at less fine, if we just boycott the company, they will do the best  @AndrasteSophisticate "", ' @AndrasteSophisticate Of course you go back to the political outrage defence. Normal people don’t give a fuck if there’s a black guy in a video game, they’re pissed because these games haven’t been up to par for years and years. I’d rather see my game franchise end peacefully instead of it being butchered and ruined for the sake of money, AC has a legacy of old games that are great, enough to not warrant a new game every year or two. \n\nStudios like Ubi, EA, and Activision have proven that they don’t care about quality, irregardless on whether the devs do or don’t, it doesn’t matter if these big wigs keep their games on a formulaic, live serviced leash. It’s all about numbers and money for them so these franchises being put to rest would be nothing but good news for the triple A industry if they are flopping time and time again.', ""Yeah, that's not how thatd go down. If Ubisoft fails, the IPs would probably get sold off to mobile companies."", ' @jamescollinge5043  ""We need to save the studio by buying all their boring mediocre games so that they don\'t sell their IPs to a mobile game company."" I love this opinion, XD. I\'m pretty sure the gamble of the IP going to a better studio is more favorable than it remaining with Ubisoft. They are already trying to put mobile game monetization in all their games :/', 'Good news! They constantly put out great games, including today', ' @AndrasteSophisticate L, smooth brain opinion.', 'normal people dont say stuff like this dude are you ok']"
,3 bulan yang lalu,3 bulan yang lalu,"The Anti-Black hidden behind these comments & ""reviews"" is upsetting..",4,3,"[""We're not anti anything, we're just fatigued."", ' @thelawyer95  geek', ' @godlyxferris3863  Can you write a whole sentence or is that one word to much for you?']"
,7 bulan yang lalu,7 bulan yang lalu,"I like that you had the disclaimer that some people will like this more than you, which is the case for me as I have put in 20 hours already and haven't even progressed far enough in the story to meet Yasuke yet!",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Gonna buy some sake and stay up till midnight to play asap. Nice to have another midnight release to be hyped for lmao.,6,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Straight up looks like a washed out Ghost of Tsushima.,38,0,[]
,7 bulan yang lalu,7 bulan yang lalu,"Combat ️
Stealth ️
Graphics 
Story ",12,0,[]
,7 bulan yang lalu,7 bulan yang lalu,12:05 Jesus Christ that kick,0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Jake. What are we talking about? You say they are trying to please everyone by making 2 different playstyles? If they were trying to please everyone, both characters could do what they other can so players can play the one they resonate best with.",9,8,"[""he's trying not to be sued by ubisoft"", '""Pleasing everyone"" in reality just means ""not caring about the core audience and instead catering to a completely different demographic""', '@ That isnt what he\'s saying at all, though. In which point did he ascertain that the core demographic was not being cared for? If by ""catering to a completely different demographic"" you mean combat heavy gameplay, then that has been the core demographic since 2017.', ' @cmike123  yeah and the stealth heavy gameplay has been the core demographic since 2007', ' @justaserbiandoomer497  is stealth missing? Did I miss something?', ""@cmike123  it may as well be considering how worse it is compared to the older games and Origins. Also one of the two playable characters can't do stealth"", ""Exactly my point that nitpick didn't make sense to me"", ' @justaserbiandoomer497  he said the stealth has been the best AC has done in years, though ...']"
@pegaxreal,8 bulan yang lalu,8 bulan yang lalu,Prison Escape Simulator new game good,4,0,[]
,8 bulan yang lalu,8 bulan yang lalu,DO NOT BUY THIS GAME. DO NOT FUND UBISOFT,38,18,"[""I'll buy two copies."", 'And every Anno game they make with all the dlc for those games.', ""I'll buy it. I enjoyed Mirage."", 'Why', ' @krsnirvan  do 5 minutes of research buddy', '@ point me to the sloptuber you watched pal.', 'I’ll buy it and throw it in the trash !!', "" @SmithJones-z9o  I don't think you can afford to buy even one."", ' @krsnirvan  try to explain to me what a sloptuber is. Then point me to the subreddits you worship', ""I'll buy two copies."", 'And every Anno game they make with all the dlc for those games.', ""I'll buy it. I enjoyed Mirage."", 'Why', ' @krsnirvan  do 5 minutes of research buddy', '@ point me to the sloptuber you watched pal.', 'I’ll buy it and throw it in the trash !!', "" @SmithJones-z9o  I don't think you can afford to buy even one."", ' @krsnirvan  try to explain to me what a sloptuber is. Then point me to the subreddits you worship']"
,7 bulan yang lalu,7 bulan yang lalu,"Nice honest review. 

Any advice for a very good stealth game for PS5?",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Yeah i'll pass. Not looking to play something that makes me let out one big ""meh""",13,0,[]
,8 bulan yang lalu,8 bulan yang lalu,BEFORE I BUY? Fella I was never planning on buying. In fact I might put $70 on red.,7,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I was waiting for this episode to get released.,4,0,[]
,7 bulan yang lalu,7 bulan yang lalu,Does it have same still of gear system as Odyssey,0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Nice game, just bought it and its all i expected, like recent Assassins creed games.",7,0,[]
,5 bulan yang lalu,5 bulan yang lalu,"After a few dozen hours spent as Naoe (ninja) or Yasuke (samurai), I can say that I have become one of the biggest fans of this AC Shadows game! Don't judge beforehand, just play it and decide for yourself!",6,1,['Totally agree.']
,8 bulan yang lalu,8 bulan yang lalu,This looks like a game I would play for 3 hours and then stop forever. cuz I've seen everything,6,1,['You have not seen .. what i have seen.']
,7 bulan yang lalu,7 bulan yang lalu,This game is awesome. Beautiful world.  It feels like a Ghost of Tsushima 2.,2,0,[]
,8 bulan yang lalu,8 bulan yang lalu,1:55 WTF is that?,8,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Ubisoft had the perfect opportunity to finally give us a strong Asian male lead in a AAA game set in feudal Japan, but instead, they split the spotlight with Yasuke, who wasn’t even a samurai. On top of that, they pair Yasuke with an Asian woman, which just plays into the tired Western media trope of sidelining Asian men while pushing Asian women with non-Asian men. It’s crazy how hard they work to avoid having an Asian male protagonist carry a game on his own. This could’ve been a defining moment for Asian representation, but instead, it feels like another missed opportunity.",14,9,"[""Are you Asian? I'm not, so I've never thought about those things as much as you. But tell you what? Now you got me upset right beside you! "", ' @Kribaca117  Respect to you for being open-minded enough to see it. A lot of people don’t notice these patterns because they’re so normalized, but once you do, it’s hard to ignore. It’s not about hating Yasuke, it’s about how again and again, Asian men get sidelined in their own stories while Asian women get paired with non-Asian men. It’s a tired formula, and it sucks that even a samurai game set in Japan couldn’t break the trend. Glad to have you in the fight, man.', 'GOT did that already anyway so', ' @AFAIK-l8k  So because one game (Ghost of Tsushima) did it, that means Ubisoft is off the hook for avoiding an Asian male lead in their feudal Japan game? That’s not how representation works. By that logic, we don’t need more Black protagonists after Spider-Man: Miles Morales or more female leads after Horizon and Tomb Raider. The problem is that when given the chance to tell an authentic Japanese story, Ubisoft still chose to dilute the representation instead of fully embracing it. One game doesn’t erase a pattern.', "" @hstyleff   they could do whatever they want it's THEIR game if you don't like it don't buy it or get a job there and change things."", '@AFAIK-l8k  Of course, they can do whatever they want, it’s their game. And I can criticize it, because I’m the audience. That’s how media discourse works. If consumers just ‘didn’t buy’ things instead of voicing concerns, nothing would ever change. Also, telling people to ‘get a job there’ is a lazy deflection, do you apply to work at every company you critique? No, because criticism is valid on its own. The point stands: Ubisoft had the chance to give us a strong Asian male lead but instead played into tired industry trends.', '@hstyleff  oh well make your own game with the demographic you are seeking then ig.', 'All of this yasuke wasn’t a samurai is B.S. Nobunaga granted him that honor lol\nStop saying shit just to fit your narrative. Traditionally no he wasn’t ig but one of the most powerful warlords granted him that honor so go cry about it', "" @AFAIK-l8k Why do you think Indie developers are killing it?  Schedule 1 outsold Shadow's on Steam and made by a guy named Tyler.\nLethal Company, another solo dev game, outsold Call of Duty.\n\nR.E.P.O is another small dev team doing really well too.\n\nSo yeah, people ARE making their own games. They are making good games too....and they don't demand $70 and more for day 1 dlc. I've been toying with source engine so.... yeah you are getting what you wished for.""]"
,8 bulan yang lalu,8 bulan yang lalu,Ubisoft is going to have to get used to me not owning any of their games.,6,0,[]
,4 bulan yang lalu,4 bulan yang lalu,"I love Origins, Odyssey, Valhalla.. Mirage was ok. This one feels like the game that came before all of these games. The world looks good but the characters and movements are rough.",2,0,[]
,8 bulan yang lalu,8 bulan yang lalu,04:27 Can I pet that daaawwg?,4,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"2:49 is that yasuke I see, murdering japanese women?",6,2,"['Enemy is enemy', 'johnny somalie simulator']"
,8 bulan yang lalu,8 bulan yang lalu,12:05 what the hell was that? Kicked a dude 20 feet? This is AC not DBZ.,11,1,"[""Jesus Christ it's a fun mechanic for he non-assassin character, you literally don't ever have to do it. I've never seen people cry so much about optional content.""]"
,5 bulan yang lalu,5 bulan yang lalu,This game should have released 10 years ago,2,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I think a lot of people in the comments clearly made their mind up before the game was even released, I get it Ubisoft is cringe now etc lol but it is interesting gameranx even think its a decent game you'd think it's horrific based on the comments",9,0,[]
